epoch,train_loss,val_loss,IC
1,0.029572047701942224,0.014757789643817418,0.021294382110338635
2,0.006907008902094424,0.002180550712023198,0.031950915072603135
3,0.0022028486818742813,0.0017116236942700234,0.03847714157969126
4,0.002051303963751569,0.0017036983266847266,0.04288718680326635
5,0.0019816102830411807,0.0016939089604720626,0.05345829336066871
6,0.0019044338164169007,0.001680153569377018,0.07744679861828073
7,0.0018546084794532445,0.0016705492042129878,0.10516803369771506
8,0.001816697933491906,0.0016579526364347253,0.1269776884216948
9,0.0017848410008963287,0.0016444613771529908,0.15717621875079824
10,0.0017518398849186993,0.0016261506381627057,0.20112256059927042
11,0.0017287298268959144,0.0016057713697760453,0.23912560441014974
12,0.0017014771827441285,0.0015884908717293676,0.2829277533333755
13,0.001677466785904299,0.0015696491293018665,0.31491772067527307
14,0.0016598886376540953,0.0015470490998830933,0.34403073057863187
15,0.0016407669043383222,0.001526604273468112,0.36223409354693176
16,0.0016209627052836389,0.0015082489979662212,0.38841992378252765
17,0.001601242032268753,0.0014911063038564008,0.40595331995434336
18,0.0015792768392888204,0.0014707131184380712,0.41997607966055267
19,0.0015568245821347918,0.0014473181586957431,0.4354037865224019
20,0.0015402267110055528,0.001425066833671173,0.4479201314106424
21,0.0015180495194629918,0.0014022851892994217,0.46010261494403243
22,0.0014950540873022483,0.0013786571264775835,0.47079439338782836
23,0.0014740289016101805,0.0013537040247627505,0.4777634951242315
24,0.0014442805116258806,0.001327761423116377,0.49188012834091244
25,0.0014207004629081138,0.0013012543828322639,0.4980148257779814
26,0.0013993269491984017,0.0012741854249922193,0.5052101356277223
27,0.0013720122466133122,0.0012452496522041422,0.5153419223867954
28,0.0013450969094446605,0.0012125401147377206,0.5191549383304872
29,0.0013246295932883144,0.0011829939762672851,0.524272239614134
30,0.0012987153337131897,0.0011523857617633149,0.5342818135790399
31,0.001276777052108548,0.0011222762945012103,0.5365965278956953
32,0.0012458378362221717,0.001091184644670629,0.5443878061950486
33,0.0012203753876668944,0.0010602581921572431,0.552726754927219
34,0.0011920834567999746,0.0010285683194674628,0.5600114635024359
35,0.0011674213145415517,0.0009960143351489341,0.562296517225112
36,0.0011439356927759143,0.0009669045144037978,0.5683907662446701
37,0.001113028752586681,0.0009337186517965615,0.5764135430723424
38,0.0010966417277638565,0.0009034685603014107,0.577266718880751
39,0.001075455539381146,0.0008738151505876323,0.5849856500420597
40,0.0010456222073379792,0.0008462866791944048,0.5897749712406449
41,0.0010253975730210626,0.0008190076581572096,0.5958875055002683
42,0.0010153318007896203,0.0007919504396622213,0.6000471306619884
43,0.0009844869913674791,0.0007683770279082009,0.6070243004464368
44,0.000962955677791069,0.0007488042328143061,0.6124128651664861
45,0.0009468986508324293,0.0007239155007463871,0.6199163477193694
46,0.0009242299934244024,0.0007029057753580795,0.6239233707381895
47,0.0009111945151734902,0.0006825558074027512,0.6297828150709944
48,0.0008876472158039312,0.0006621213577034854,0.6344649387338446
49,0.0008694750930131742,0.000640017326414758,0.643137309441143
50,0.0008541169446005795,0.0006248074914202737,0.648580639554319
51,0.0008286838920411482,0.0006084665359800787,0.6550639917307365
52,0.0008158622892994654,0.0005907420199196402,0.6596292998829352
53,0.0007978997354024201,0.0005764020357842644,0.6650649428068701
54,0.0007787034088189084,0.0005642664986338524,0.6690172664516557
55,0.0007639945294195465,0.0005493503766459625,0.6758891985639941
56,0.0007420751291378072,0.000537175079912653,0.680984931734383
57,0.0007383177467067237,0.0005237360158755165,0.6834115378087496
58,0.0007211005414818877,0.0005118591382681901,0.6894044678609313
59,0.0007018642381824258,0.000499210514088603,0.695352927370446
60,0.0006894485474156982,0.0004894200730594787,0.6980385821513057
61,0.000679767491681046,0.00047837031191183717,0.7019080325670433
62,0.0006606221762227324,0.00047237219157827943,0.7071723814896593
63,0.0006503564139145624,0.00046369071281605076,0.711027943300714
64,0.000638445418056745,0.0004555511027085475,0.7144146112467489
65,0.0006228134415966816,0.0004475608246551572,0.7197348157914552
66,0.0006074572791448208,0.00044416542031163755,0.7220482646307633
67,0.0006010249458610444,0.0004377090594924497,0.7254023353918272
68,0.0005907121209934452,0.00042688891762830363,0.7291860099843028
69,0.0005719279078927,0.0004243285218331742,0.7341361858388055
70,0.0005663987578996081,0.0004170797641488685,0.7358905885602712
71,0.0005557473538082378,0.0004115427828699317,0.7395094549517766
72,0.0005449695170419403,0.00040728210615739464,0.7426916470369577
73,0.0005410271817093944,0.0004042750370365294,0.7457934919862017
74,0.0005272225262379801,0.00039844900904014493,0.7472417397915174
