epoch,train_loss,val_loss,IC
1,0.0016345269358829467,0.0002933679942695259,0.8162291792569971
2,0.00037935262446234756,0.0002866355410257408,0.8501488559172113
3,0.0003749812730053198,0.0002841656263778229,0.8500113321975646
4,0.0003661419698259289,0.00028386757855969336,0.850086818226177
5,0.00036473309954007535,0.00028458257482573873,0.8490027044326831
6,0.0003648195662091057,0.0002805575793445314,0.8495089115562587
7,0.00035558198669288294,0.0002794296406136709,0.8494126525177297
8,0.00035370877976231163,0.00028280603036516067,0.8495680170085362
9,0.0003493238251229573,0.00029252187531862245,0.8495245069770939
10,0.0003391377416187662,0.00029705279375017807,0.8503803214698862
11,0.000335630409881243,0.0002993544867043359,0.8509219571517327
12,0.00033353805264111453,0.0002990698233891938,0.8512385762005678
13,0.00032971997175731564,0.0002985761473534391,0.8511441988818286
14,0.0003293636487822254,0.00029808287141956197,0.8513066550978272
15,0.0003346805049165092,0.0003034255074680914,0.8512259872866034
16,0.00032713278299046456,0.0003020929505434348,0.8513259533531212
17,0.0003277099810383292,0.0003086499276984493,0.851471657395346
18,0.0003190750642110738,0.0003014950626720747,0.8525231995408835
19,0.0003201894040242505,0.0003022704696225749,0.8522968824554118
20,0.00032284564487388654,0.0003036192282479533,0.8523853050991985
21,0.00032344688968913456,0.00031188217227888043,0.8527147558611889
22,0.00032591311881060707,0.00031466701674768654,0.8524641420510647
23,0.0003254318516209636,0.0003118587275518318,0.8526254417797622
24,0.00032128629881638353,0.00031657367007179954,0.8516421153823164
25,0.0003238929437474126,0.0003093080126366961,0.8525866876524598
26,0.00031727668675884057,0.00030729757872904884,0.8530363411816297
27,0.00031909211116498346,0.00030477542835190735,0.8530100948692377
28,0.00031538690189475627,0.0003053054868663215,0.8529812816121795
29,0.0003166961836389194,0.0003045903114677155,0.8527575185907935
30,,,0.5502373315227317
31,,,0.0
32,,,0.0
33,,,0.0
34,,,0.0
35,,,0.0
36,,,0.0
37,,,0.0
38,,,0.0
39,,,0.0
40,,,0.0
41,,,0.0
42,,,0.0
43,,,0.0
44,,,0.0
45,,,0.0
46,,,0.0
47,,,0.0
48,,,0.0
49,,,0.0
50,,,0.0
51,,,0.0
52,,,0.0
53,,,0.0
54,,,0.0
55,,,0.0
56,,,0.0
57,,,0.0
58,,,0.0
59,,,0.0
60,,,0.0
61,,,0.0
62,,,0.0
63,,,0.0
64,,,0.0
65,,,0.0
66,,,0.0
67,,,0.0
68,,,0.0
69,,,0.0
70,,,0.0
71,,,0.0
72,,,0.0
73,,,0.0
74,,,0.0
75,,,0.0
76,,,0.0
77,,,0.0
78,,,0.0
79,,,0.0
80,,,0.0
81,,,0.0
82,,,0.0
83,,,0.0
84,,,0.0
85,,,0.0
86,,,0.0
87,,,0.0
88,,,0.0
89,,,0.0
90,,,0.0
91,,,0.0
92,,,0.0
93,,,0.0
94,,,0.0
95,,,0.0
96,,,0.0
97,,,0.0
98,,,0.0
99,,,0.0
100,,,0.0
