epoch,train_loss,val_loss,IC
1,0.021497031551552935,0.0013430353342846501,-0.007899503117489649
2,0.0012166585167384862,0.0013054726578411646,-0.007766166610232711
3,0.0011985924399535483,0.0013935421356291045,-0.009043525125107026
4,0.0011921968591438296,0.001368923599802656,-0.007920110977041955
5,0.0011733317602192982,0.0013393426837865264,-0.009065266929102476
6,0.0011727578372422915,0.001326718826458091,-0.008232117709117592
7,0.001153262629522942,0.0012762785790255294,-0.00840968903013861
8,0.0011331087206781377,0.0012352593101968524,-0.008726096747196254
9,0.0011083711841880966,0.0012431675443076529,-0.00896844559441901
10,0.0010960348936108252,0.0012212545765214599,-0.008860549257649144
11,0.0010781528100778815,0.0011982998420717195,-0.00874575502498236
12,0.0010523199753758187,0.0012080504109326284,-0.00915415852107502
13,0.0010334278379256526,0.0011809838420595042,-0.00860503602571131
14,0.0010161120420283016,0.0011964216845808551,-0.008510198702405894
15,0.0010006826820608695,0.0011776563294552034,-0.008043838023707381
16,0.000984443953129812,0.0011701703006838215,-0.008454828985589623
17,0.0009699156525311991,0.0011429048605350544,-0.008181844382048062
18,0.000953450542583596,0.0011473369355371687,-0.008155502867586588
19,0.0009447252236229057,0.0011485236509179231,-0.008396958397091689
20,0.0009343924275162863,0.0011401106875564438,-0.008626874220392659
21,0.0009187033416674239,0.0011079435368446867,-0.008139514018194696
22,0.0009086124839086552,0.0011089903758693253,-0.007702907214526455
23,0.000899474232258702,0.001094256572177983,-0.00838593002460133
24,0.0008875255481689237,0.0011007852279726648,-0.007382845946287661
25,0.0008826584167885206,0.0010953600027278298,-0.007606273599611042
26,0.0008736453795669755,0.0010889917871827492,-0.006998710026171128
27,0.0008653176302323118,0.0010829804655077169,-0.007266299493057701
28,0.000859651211903838,0.0010732891405496048,-0.007848535264189452
29,0.0008547261431037138,0.001064799992564076,-0.006950911255539679
30,0.0008469481212281001,0.0010592073231964604,-0.006978537896620997
31,0.0008425626065460771,0.0010549478995380923,-0.006284037693606736
32,0.0008363756412897297,0.0010471286102256272,-0.005678708083148016
33,0.0008323150445964226,0.0010445595295459499,-0.006186472797781321
34,0.0008287841932906304,0.0010371369096901617,-0.004255389276183703
35,0.0008261516975107952,0.0010337272632023086,-0.0049174627659749415
36,0.0008220872462698026,0.0010303714960173238,-0.0033981408976992097
37,0.0008193124522343472,0.0010262591685022927,-0.003726229875143941
38,0.0008159387923418156,0.0010244710047118133,-0.0027992198110462106
