threshold,mse_loss,mae_loss,rmse_loss,mape_loss,ic,rank_ic,icir,rankicir
0.1,0.0008214259038777989,0.018647745083828413,0.025159619091466297,4.062100731176773,0.0,0.0,0.0,0.0
0.2,0.0008201518215030446,0.018604955375950954,0.02512763828738843,4.054697032507301,0.0,0.0,0.0,0.0
0.3,0.00082012051752642,0.01860389295199574,0.025126847164317737,4.054513927038551,0.0,0.0,0.0,0.0
0.4,0.0008204606262556878,0.018615414776134914,0.02513542951458148,4.056501553748465,0.0,0.0,0.0,0.0
0.5,0.0008202460137234888,0.018608150578241056,0.025130017953664822,4.0552478538551915,-0.010091317864273069,-0.014775031372087813,-0.3546826546859634,-1.677120502942971e-06
0.6,0.0008198251666472799,0.018593849493710676,0.025119367854546774,4.052785630153521,0.0,0.0,0.0,0.0
0.7,0.0008192021618901544,0.01857250433197708,0.02510350961049045,4.049124303808067,0.001889290981503768,-0.00977212897123959,0.06640349574560674,-1.1118990923850106e-06
0.8,0.000820494050269079,0.018616546002136268,0.02513627341574975,4.056696834297955,0.0032158173780725274,-0.00018472322634460956,0.11302733287446416,-2.1000570195127687e-08
0.9,0.0008222878094955211,0.018676268381213175,0.025181025994686305,4.067068813415953,0.0,0.0,0.0,0.0
