time_window,MSE,MAE,RMSE,MAPE,IC,RankIC,ICIR,RankICIR
10,main.py is being run directly
Training...
Testing...
0.00013603256136394197,0.003356514333356773,0.008998211580253537,0.6954006717330025,0.001174259492114573,0.003074519631531293,0.10297009043829779,3.7595308438774796e-07
11,main.py is being run directly
Training...
Testing...
0.0001360344905598991,0.00337115858377318,0.008998388987815669,0.698335406280333,0.0011741013318889014,0.0030674701121822952,0.1029827639931986,3.744672219358337e-07
12,main.py is being run directly
Training...
Testing...
0.00013547689389182074,0.00328659693496452,0.008948156444896613,0.6816398523026898,0.0011738144168958271,0.003074519631531293,0.10300880370427959,3.7595308438774796e-07
13,main.py is being run directly
Training...
Testing...
0.00013566523445675675,0.003324592201557431,0.008965239923019263,0.6891779068016237,0.0011738625825135018,0.003074519631531293,0.10301182258383688,3.7595308438774796e-07
14,main.py is being run directly
Training...
Testing...
0.0001357826290513326,0.003344144414915072,0.008975833529538865,0.6930359332792221,0.0011742341797834615,0.003074519631531293,0.10303737235943666,3.7595308438774796e-07
15,main.py is being run directly
Training...
Testing...
0.00013519933072309926,0.0032287976646330208,0.008922750868218681,0.6701716453798355,0.0011761925948845975,0.003074519631531293,0.10321814367101924,3.7595308438774796e-07
16,main.py is being run directly
Training...
Testing...
0.00013536218991813228,0.003263300440589627,0.008937685915659513,0.6770247384425132,0.001172631336116943,0.0030388149955887607,0.10290562064445918,3.7158310378499136e-07
17,main.py is being run directly
Training...
Testing...
0.00013606213043577817,0.0033802918211046245,0.009000852234631537,0.7001570318975756,0.0011741911131928112,0.003074519631531293,0.10299731453313184,3.7595308438774796e-07
18,main.py is being run directly
Training...
Testing...
0.00013552292838055785,0.003296816679311075,0.008952334980412776,0.6836806821726984,0.001175915178276455,0.003074519631531293,0.10319378821595351,3.7595308438774796e-07
19,main.py is being run directly
Training...
Testing...
0.00013548689851690613,0.003289321115458264,0.008949059730155333,0.6821914702173202,0.0011729761938016206,0.003074519631531293,0.10293586774878963,3.7595308438774796e-07
20,main.py is being run directly
Training...
Testing...
0.00013588919954225922,0.0033615123116291098,0.008985405242363471,0.6964693460012635,0.0011742915633011265,0.003074519631531293,0.10303513509882149,3.7595308438774796e-07
21,main.py is being run directly
Training...
Testing...
0.00013598627400633926,0.0033739725214188858,0.008994089737121437,0.6989230687820143,0.0011740694741808869,0.003074519631531293,0.10300296542585875,3.7595308438774796e-07
22,main.py is being run directly
Training...
Testing...
0.0001358000818072469,0.003347246575304457,0.008977403426768197,0.6936501802936677,0.0011743030540877298,0.003074519631531293,0.10304266900518666,3.7595308438774796e-07
23,main.py is being run directly
Training...
Testing...
0.00013551123602485772,0.0032941481199926666,0.008951276001865946,0.6831455437406417,0.0011742101860472414,0.003074519631531293,0.10304399109285343,3.7595308438774796e-07
24,main.py is being run directly
Training...
Testing...
0.00013554843901932058,0.003301701066271973,0.008954656611744976,0.6846433143702245,0.0011740092441183912,0.003074519631531293,0.10302620016958103,3.7595308438774796e-07
25,main.py is being run directly
Training...
Testing...
0.00013588899022278707,0.00335893924197843,0.008985387643934377,0.6959500395722927,0.0011739965340280378,0.003074519631531293,0.10300475451529706,3.7595308438774796e-07
26,main.py is being run directly
Training...
Testing...
0.00013567167115796462,0.003326925977636429,0.008965815874680335,0.6896518631087195,0.0011743132237582998,0.003074519631531293,0.10305273249657451,3.7595308438774796e-07
27,main.py is being run directly
Training...
Testing...
0.00013581132787793092,0.003342391555986157,0.008978418766468342,0.6926607388642526,0.0011741694911693388,0.003074519631531293,0.10301846726167359,3.7595308438774796e-07
28,main.py is being run directly
Training...
Testing...
0.0001355029492573991,0.0032926912132214994,0.00895051870235963,0.6828618017175505,0.0011765922996977093,0.003074519631531293,0.10325321602721485,3.7595308438774796e-07
29,main.py is being run directly
Training...
Testing...
0.00013581789261802294,0.003345597326950801,0.008979007952861608,0.693303270085204,0.0011740566757105918,0.0030737062758472173,0.10301188924844,3.7569862438177384e-07
30,main.py is being run directly
Training...
Testing...
0.00013592036733525088,0.0033515428752458145,0.008988197048893198,0.6944462370968634,0.0011741965573189741,0.003074519631531293,0.10299736080228403,3.7595308438774796e-07
