k,mse_loss,mae_loss,rmse_loss,mape_loss,ic,rank_ic,icir,rankicir
2,0.00187970176421004,0.031523736038555704,0.041210111909701176,10.637570815781752,0.07359119792247161,0.06341730696488393,1.698352121962355,3.206525865927208e-06
3,0.0018808836851652206,0.03129264563904144,0.04112728306790814,10.512701367338499,0.0735861269864613,0.06341216879380643,1.7000609747751918,3.210714028719885e-06
4,0.0018827368508027575,0.031246567979299773,0.04112590771789352,10.484110889335474,0.07367799491631001,0.06351162555668018,1.7023210849544623,3.2059826335568944e-06
5,0.0018909940743772797,0.031261293683201075,0.04120724066160619,10.473569576938948,0.0736988600813136,0.06342833113862029,1.7005795174270442,3.194039171766121e-06
6,0.001908735644368183,0.031345836827919506,0.04139173912699334,10.479513838887215,0.07400739955406808,0.06374369266104361,1.7023369562083266,3.2077029465626345e-06
7,0.0018978387677937765,0.03127289965535359,0.04127016150353787,10.464901747802893,0.07436081560495937,0.06383382248115209,1.7140690952996773,3.2227759522989818e-06
8,0.0018805712679750286,0.031367748839935906,0.041153776488499716,10.553294459978739,0.07356737550123466,0.0633694748013205,1.698820136791065,3.2013507182481846e-06
9,0.0019087158846862924,0.03135600490107512,0.04139682986230279,10.484876535832882,0.07421850645166513,0.0636427536060859,1.7070204109623743,3.201086616929783e-06
10,0.0018938450234600168,0.03125976404407993,0.041230478236684576,10.466625096897284,0.07389135428234402,0.06375689683615053,1.704364660215608,3.2140661453089114e-06
